Station_ID,DATE,Element,VALUE,Measurement_Flag,Quality_Flag,Source_Flag,Observation_Time,Year
NZ000093844,19530101,TMAX,161,"","",G,"",1953
NZ000093844,19530101,TMIN,56,"","",G,"",1953
NZ000093994,19530101,TMAX,225,"","",G,"",1953
NZ000093994,19530101,TMIN,162,"","",G,"",1953
NZ000933090,19530101,TMAX,204,"","",G,"",1953
NZ000933090,19530101,TMIN,155,"","",G,"",1953
NZ000937470,19530101,TMAX,229,"","",G,"",1953
NZ000937470,19530101,TMIN,67,"","",G,"",1953
NZ000939450,19530101,TMAX,102,"","",G,"",1953
NZ000939450,19530101,TMIN,86,"","",G,"",1953
NZ000093844,19530102,TMAX,172,"","",G,"",1953
NZ000093844,19530102,TMIN,89,"","",G,"",1953
NZ000093994,19530102,TMAX,237,"","",G,"",1953
NZ000093994,19530102,TMIN,169,"","",G,"",1953
NZ000933090,19530102,TMAX,207,"","",G,"",1953
NZ000933090,19530102,TMIN,154,"","",G,"",1953
NZ000937470,19530102,TMAX,262,"","",G,"",1953
NZ000937470,19530102,TMIN,90,"","",G,"",1953
NZ000939450,19530102,TMAX,103,"","",G,"",1953
NZ000939450,19530102,TMIN,64,"","",G,"",1953
NZ000093844,19530103,TMAX,157,"","",G,"",1953
NZ000093844,19530103,TMIN,67,"","",G,"",1953
NZ000093994,19530103,TMAX,244,"","",G,"",1953
NZ000093994,19530103,TMIN,194,"","",G,"",1953
NZ000933090,19530103,TMAX,209,"","",G,"",1953
NZ000933090,19530103,TMIN,144,"","",G,"",1953
NZ000937470,19530103,TMAX,244,"","",G,"",1953
NZ000937470,19530103,TMIN,67,"","",G,"",1953
NZ000939450,19530103,TMAX,111,"","",G,"",1953
NZ000939450,19530103,TMIN,28,"","",G,"",1953
NZ000093844,19530104,TMAX,139,"","",G,"",1953
NZ000093844,19530104,TMIN,37,"","",G,"",1953
NZ000093994,19530104,TMAX,248,"","",G,"",1953
NZ000093994,19530104,TMIN,213,"","",G,"",1953
NZ000933090,19530104,TMAX,218,"","",G,"",1953
NZ000933090,19530104,TMIN,114,"","",G,"",1953
NZ000937470,19530104,TMAX,167,"","",G,"",1953
NZ000937470,19530104,TMIN,18,"","",G,"",1953
NZ000939450,19530104,TMAX,101,"","",G,"",1953
NZ000939450,19530104,TMIN,40,"","",G,"",1953
NZ000093844,19530105,TMAX,149,"","",G,"",1953
NZ000093844,19530105,TMIN,39,"","",G,"",1953
NZ000093994,19530105,TMAX,232,"","",G,"",1953
NZ000093994,19530105,TMIN,184,"","",G,"",1953
NZ000933090,19530105,TMAX,204,"","",G,"",1953
NZ000933090,19530105,TMIN,106,"","",G,"",1953
NZ000937470,19530105,TMAX,205,"","",G,"",1953
NZ000937470,19530105,TMIN,9,"","",G,"",1953
NZ000939450,19530105,TMAX,119,"","",G,"",1953
NZ000939450,19530105,TMIN,64,"","",G,"",1953
NZ000093844,19530106,TMAX,243,"","",G,"",1953
NZ000093844,19530106,TMIN,64,"","",G,"",1953
NZ000093994,19530106,TMAX,217,"","",G,"",1953
NZ000093994,19530106,TMIN,197,"","",G,"",1953
NZ000933090,19530106,TMAX,224,"","",G,"",1953
NZ000933090,19530106,TMIN,94,"","",G,"",1953
NZ000937470,19530106,TMAX,256,"","",G,"",1953
NZ000937470,19530106,TMIN,49,"","",G,"",1953
NZ000939450,19530106,TMAX,136,"","",G,"",1953
NZ000939450,19530106,TMIN,88,"","",G,"",1953
NZ000093844,19530107,TMAX,263,"","",G,"",1953
NZ000093844,19530107,TMIN,72,"","",G,"",1953
NZ000093994,19530107,TMAX,237,"","",G,"",1953
NZ000093994,19530107,TMIN,186,"","",G,"",1953
NZ000933090,19530107,TMAX,193,"","",G,"",1953
NZ000933090,19530107,TMIN,115,"","",G,"",1953
NZ000937470,19530107,TMAX,283,"","",G,"",1953
NZ000937470,19530107,TMIN,68,"","",G,"",1953
NZ000939450,19530107,TMAX,145,"","",G,"",1953
NZ000939450,19530107,TMIN,19,"","",G,"",1953
NZ000093844,19530108,TMAX,187,"","",G,"",1953
NZ000093844,19530108,TMIN,95,"","",G,"",1953
NZ000093994,19530108,TMAX,218,"","",G,"",1953
NZ000093994,19530108,TMIN,186,"","",G,"",1953
NZ000933090,19530108,TMAX,204,"","",G,"",1953
NZ000933090,19530108,TMIN,90,"","",G,"",1953
NZ000937470,19530108,TMAX,284,"","",G,"",1953
NZ000937470,19530108,TMIN,94,"","",G,"",1953
NZ000939450,19530108,TMAX,138,"","",G,"",1953
NZ000939450,19530108,TMIN,101,"","",G,"",1953
NZ000093844,19530109,TMAX,200,"","",G,"",1953
NZ000093844,19530109,TMIN,99,"","",G,"",1953
NZ000093994,19530109,TMAX,209,"","",G,"",1953
NZ000093994,19530109,TMIN,184,"","",G,"",1953
NZ000933090,19530109,TMAX,204,"","",G,"",1953
NZ000933090,19530109,TMIN,143,"","",G,"",1953
NZ000937470,19530109,TMAX,256,"","",G,"",1953
NZ000937470,19530109,TMIN,79,"","",G,"",1953
NZ000939450,19530109,TMAX,128,"","",G,"",1953
NZ000939450,19530109,TMIN,72,"","",G,"",1953
NZ000093844,19530110,TMAX,199,"","",G,"",1953
NZ000093844,19530110,TMIN,121,"","",G,"",1953
NZ000093994,19530110,TMAX,230,"","",G,"",1953
NZ000093994,19530110,TMIN,179,"","",G,"",1953
NZ000933090,19530110,TMAX,209,"","",G,"",1953
NZ000933090,19530110,TMIN,144,"","",G,"",1953
NZ000937470,19530110,TMAX,277,"","",G,"",1953
NZ000937470,19530110,TMIN,135,"","",G,"",1953
NZ000939450,19530110,TMAX,161,"","",G,"",1953
NZ000939450,19530110,TMIN,86,"","",G,"",1953
NZ000093844,19530111,TMAX,182,"","",G,"",1953
NZ000093844,19530111,TMIN,110,"","",G,"",1953
NZ000093994,19530111,TMAX,233,"","",G,"",1953
NZ000093994,19530111,TMIN,158,"","",G,"",1953
NZ000933090,19530111,TMAX,214,"","",G,"",1953
NZ000933090,19530111,TMIN,92,"","",G,"",1953
NZ000937470,19530111,TMAX,261,"","",G,"",1953
NZ000937470,19530111,TMIN,110,"","",G,"",1953
NZ000939450,19530111,TMAX,125,"","",G,"",1953
NZ000939450,19530111,TMIN,79,"","",G,"",1953
NZ000093844,19530112,TMAX,154,"","",G,"",1953
NZ000093844,19530112,TMIN,94,"","",G,"",1953
NZ000093994,19530112,TMAX,231,"","",G,"",1953
NZ000093994,19530112,TMIN,168,"","",G,"",1953
NZ000933090,19530112,TMAX,214,"","",G,"",1953
NZ000933090,19530112,TMIN,128,"","",G,"",1953
NZ000937470,19530112,TMAX,173,"","",G,"",1953
NZ000937470,19530112,TMIN,83,"","",G,"",1953
NZ000939450,19530112,TMAX,133,"","",G,"",1953
NZ000939450,19530112,TMIN,32,"","",G,"",1953
NZ000093844,19530113,TMAX,153,"","",G,"",1953
NZ000093844,19530113,TMIN,-4,"","",G,"",1953
