Station_ID,DATE,Element,VALUE,Measurement_Flag,Quality_Flag,Source_Flag,Observation_Time,Year
NZ000093292,19690101,TMAX,213,"","",G,"",1969
NZ000093292,19690101,TMIN,126,"","",G,"",1969
NZ000093844,19690101,TMAX,185,"","",G,"",1969
NZ000093844,19690101,TMIN,96,"","",G,"",1969
NZ000093994,19690101,TMAX,228,"","",G,"",1969
NZ000093994,19690101,TMIN,152,"","",G,"",1969
NZ000933090,19690101,TMAX,211,"","",G,"",1969
NZ000933090,19690101,TMIN,98,"","",G,"",1969
NZ000936150,19690101,TMAX,207,"","",G,"",1969
NZ000936150,19690101,TMIN,104,"","",G,"",1969
NZ000937470,19690101,TMAX,255,"","",G,"",1969
NZ000937470,19690101,TMIN,112,"","",G,"",1969
NZ000939450,19690101,TMAX,123,"","",G,"",1969
NZ000939450,19690101,TMIN,79,"","",G,"",1969
NZ000939870,19690101,TMAX,147,"","",G,"",1969
NZ000939870,19690101,TMIN,116,"","",G,"",1969
NZ000093012,19690102,TMAX,239,"","",S,"",1969
NZ000093012,19690102,TMIN,139,"","",S,"",1969
NZ000093292,19690102,TMAX,245,"","",G,"",1969
NZ000093292,19690102,TMIN,152,"","",G,"",1969
NZ000093844,19690102,TMAX,186,"","",G,"",1969
NZ000093844,19690102,TMIN,76,"","",G,"",1969
NZ000093994,19690102,TMAX,222,"","",G,"",1969
NZ000093994,19690102,TMIN,178,"","",G,"",1969
NZ000933090,19690102,TMAX,206,"","",G,"",1969
NZ000933090,19690102,TMIN,83,"","",G,"",1969
NZ000936150,19690102,TMAX,197,"","",G,"",1969
NZ000936150,19690102,TMIN,100,"","",G,"",1969
NZ000937470,19690102,TMAX,267,"","",G,"",1969
NZ000937470,19690102,TMIN,96,"","",G,"",1969
NZ000939450,19690102,TMAX,117,"","",G,"",1969
NZ000939450,19690102,TMIN,72,"","",G,"",1969
NZ000939870,19690102,TMAX,166,"","",G,"",1969
NZ000939870,19690102,TMIN,101,"","",G,"",1969
NZM00093781,19690102,TMIN,133,"","",S,"",1969
NZ000093012,19690103,TMAX,228,"","",S,"",1969
NZ000093012,19690103,TMIN,144,"","",S,"",1969
