Station_ID,DATE,Element,VALUE,Measurement_Flag,Quality_Flag,Source_Flag,Observation_Time,Year
NZ000093292,20220101,TMAX,242,"","",S,"",2022
NZ000093292,20220101,TMIN,135,"","",S,"",2022
NZ000093417,20220101,TMAX,237,"","",S,"",2022
NZ000093417,20220101,TMIN,118,"","",S,"",2022
NZ000093844,20220101,TMIN,99,"","",S,"",2022
NZ000093994,20220101,TMAX,257,"","",S,"",2022
NZ000093994,20220101,TMIN,210,"","",S,"",2022
NZ000933090,20220101,TMAX,246,"","",S,"",2022
NZ000933090,20220101,TMIN,97,"","",S,"",2022
NZ000936150,20220101,TMAX,262,"","",S,"",2022
NZ000936150,20220101,TMIN,103,"","",S,"",2022
NZ000939450,20220101,TMIN,66,"","",S,"",2022
NZM00093110,20220101,TMIN,157,"","",S,"",2022
NZM00093439,20220101,TMAX,240,"","",S,"",2022
NZM00093439,20220101,TMIN,143,"","",S,"",2022
NZM00093678,20220101,TMAX,244,"","",S,"",2022
NZM00093678,20220101,TMIN,139,"","",S,"",2022
NZM00093781,20220101,TMAX,262,"","",S,"",2022
NZM00093781,20220101,TMIN,103,"","",S,"",2022
NZ000093292,20220102,TMAX,233,"","",S,"",2022
NZ000093292,20220102,TMIN,118,"","",S,"",2022
NZ000093417,20220102,TMAX,258,"","",S,"",2022
NZ000093417,20220102,TMIN,118,"","",S,"",2022
NZ000093844,20220102,TMAX,322,"","",S,"",2022
NZ000093844,20220102,TMIN,99,"","",S,"",2022
NZ000093994,20220102,TMAX,252,"","",S,"",2022
NZ000093994,20220102,TMIN,205,"","",S,"",2022
NZ000933090,20220102,TMAX,250,"","",S,"",2022
NZ000933090,20220102,TMIN,140,"","",S,"",2022
NZ000936150,20220102,TMIN,143,"","",S,"",2022
NZ000939450,20220102,TMAX,117,"","",S,"",2022
NZ000939450,20220102,TMIN,89,"","",S,"",2022
NZM00093110,20220102,TMAX,279,"","",S,"",2022
NZM00093110,20220102,TMIN,149,"","",S,"",2022
NZM00093439,20220102,TMAX,282,"","",S,"",2022
NZM00093439,20220102,TMIN,143,"","",S,"",2022
NZM00093678,20220102,TMIN,142,"","",S,"",2022
NZM00093781,20220102,TMIN,143,"","",S,"",2022
NZ000093292,20220103,TMAX,230,"","",S,"",2022
NZ000093292,20220103,TMIN,118,"","",S,"",2022
NZ000093417,20220103,TMAX,243,"","",S,"",2022
NZ000093417,20220103,TMIN,132,"","",S,"",2022
NZ000093844,20220103,TMAX,240,"","",S,"",2022
NZ000093844,20220103,TMIN,113,"","",S,"",2022
NZ000093994,20220103,TMIN,198,"","",S,"",2022
NZ000933090,20220103,TMAX,269,"","",S,"",2022
NZ000933090,20220103,TMIN,139,"","",S,"",2022
NZ000936150,20220103,TMAX,264,"","",S,"",2022
NZ000936150,20220103,TMIN,135,"","",S,"",2022
NZ000939450,20220103,TMAX,139,"","",S,"",2022
NZ000939450,20220103,TMIN,88,"","",S,"",2022
NZM00093110,20220103,TMAX,268,"","",S,"",2022
NZM00093110,20220103,TMIN,149,"","",S,"",2022
NZM00093439,20220103,TMAX,258,"","",S,"",2022
NZM00093439,20220103,TMIN,158,"","",S,"",2022
NZM00093678,20220103,TMAX,285,"","",S,"",2022
NZM00093678,20220103,TMIN,151,"","",S,"",2022
NZM00093781,20220103,TMAX,264,"","",S,"",2022
NZM00093781,20220103,TMIN,135,"","",S,"",2022
NZ000093292,20220104,TMIN,147,"","",S,"",2022
